ID,Cluster,Income,Customer_Tenure,Total_Spend,Family_Size,Recency,Education_encoded,Marital_Single,Marital_Married,MntWines,NumWebVisitsMonth,Segment_0,Segment_1,Segment_2,Segment_3,Segment_4,Response_Probability,Response,Segment
238,0,0.7887525342886507,0.8324591722518815,0.8081175426881381,1.390633884332676,0.927323489464403,1,False,False,515,7,True,False,False,False,False,0.03,0,Segment 1
6694,4,1.1795262181902515,-0.6816796060011058,0.7846710958845626,0.0577176190643912,-0.766405727392306,2,False,True,438,4,False,False,False,False,True,0.01,0,Segment 5
498,3,-1.0497126817358624,-1.0231030559993284,-0.9084973125736298,0.0577176190643912,-0.7318398250074751,2,True,False,25,5,False,False,False,True,False,0.08,0,Segment 4
9347,3,-0.0180346627258069,0.0951824468934007,-0.926919520776439,0.0577176190643912,-0.0059558749260284,3,False,False,31,5,False,False,False,True,False,0.0,0,Segment 4
9699,3,0.786928562255806,-0.8103319204931897,0.2236311187990093,0.0577176190643912,-1.284894263164768,2,False,False,357,5,False,False,False,True,False,0.04,0,Segment 4
10664,3,0.0108531105511374,-0.2907744965828508,-0.2218513704689226,0.0577176190643912,-1.2157624583951063,3,False,False,400,8,False,False,False,True,False,0.28,0,Segment 4
5455,3,-0.9513167850451096,-0.2116038415107992,-0.7996388095570299,0.0577176190643912,1.3766802204672033,4,False,True,99,7,False,False,False,True,False,0.04,0,Segment 4
456,3,-2.159624311992524,0.7582366831218331,-0.9436669827789927,0.0577176190643912,1.618641537161019,1,False,True,1,8,False,False,False,True,False,0.0,0,Segment 4
5012,4,-1.1149813025868427,0.0308562896473588,-0.9470164751795036,0.0577176190643912,0.2360054417677871,2,False,True,5,8,False,False,False,False,True,0.01,0,Segment 5
7495,2,0.2422510760152621,-0.8053837545511865,-0.7426974387483468,0.0577176190643912,0.7890598799250799,4,False,True,77,4,False,False,True,False,False,0.01,0,Segment 3
5029,4,-1.6370809728532558,-0.1324331864387476,-0.9805113991846112,-1.2751986462038936,-1.2157624583951063,2,False,True,3,5,False,False,False,False,True,0.0,0,Segment 5
10642,2,-1.0366983947988089,0.951215154859959,-0.9419922365787374,0.0577176190643912,-1.2503283607799371,2,True,False,10,8,False,False,True,False,False,0.07,0,Segment 3
2106,4,-1.5370089937539433,-1.2358741915054672,-0.9470164751795036,-1.2751986462038936,1.7223392443155112,1,False,True,0,8,False,False,False,False,True,0.0,0,Segment 5
10364,4,-1.3809854401335866,-0.0136772038306702,-0.970462921983079,-1.2751986462038936,0.7890598799250799,2,False,False,0,8,False,False,False,False,True,0.01,0,Segment 5
5954,2,-0.4284283701158448,-0.4491158067269541,-0.6824065755391531,0.0577176190643912,1.4803779276216955,3,False,False,76,8,False,False,True,False,False,0.06,0,Segment 3
1137,0,1.4757984321739308,-0.8499172480292155,1.3055171641639869,-1.2751986462038936,1.3075484156975417,2,True,False,398,1,True,False,False,False,False,0.03,0,Segment 1
2541,0,-1.3449003718081205,0.1545604381974395,-0.9235700283759284,0.0577176190643912,-1.4577237750889218,2,False,True,14,8,True,False,False,False,False,0.097137330754352,0,Segment 1
1142,4,0.216814060638294,-0.8152800864351929,-0.2871664722788826,0.0577176190643912,1.445812025236865,4,False,True,208,3,False,False,False,False,True,0.0,0,Segment 5
2276,4,0.3278298719346742,0.3425907439935621,0.449721855833486,0.0577176190643912,0.754493977540249,2,True,False,430,3,False,False,False,False,True,0.0,0,Segment 5
2807,4,0.2704979942536394,0.7137031896438041,0.672463100467452,0.0577176190643912,-0.8701034345467984,2,False,True,656,7,False,False,False,False,True,0.03,0,Segment 5
6471,1,-0.7433346767593957,-0.4887011342629799,-0.905147820173119,0.0577176190643912,-1.112064751240614,3,True,False,14,5,False,True,False,False,False,0.07,0,Segment 2
6131,4,0.96227636011603,-0.7113686016531252,-0.2821422336781164,1.390633884332676,1.3075484156975417,1,False,True,141,3,False,False,False,False,True,0.0,0,Segment 5
6233,3,0.7237796926862399,1.5153060722483267,0.6222207144597905,0.0577176190643912,-0.9738011417012908,2,False,True,507,7,False,False,False,True,False,0.0292291666666666,0,Segment 4
4148,2,-0.6073748155003297,1.6043730592043848,-0.4211461682993133,2.7235501496009613,1.411246122852034,2,False,True,164,8,False,False,True,False,False,0.01,0,Segment 3
4947,2,1.8862414361053967,1.475720744712301,2.444344580337648,-1.2751986462038936,-0.1787853868501824,1,True,False,606,4,False,False,True,False,False,0.63,1,Segment 3
3225,4,-0.4486892486428484,0.4959838881956621,-0.56015010292051,0.0577176190643912,0.754493977540249,3,False,True,116,6,False,False,False,False,True,0.02,0,Segment 5
7540,3,-0.0497323388641606,-1.57729764150369,-0.5517763719192331,0.0577176190643912,0.0977418322284639,2,False,True,143,2,False,False,False,True,False,0.01,0,Segment 4
10648,0,0.7569562650674405,1.4262390852922686,1.1547900061410024,-1.2751986462038936,0.9964552942340646,1,False,False,398,3,True,False,False,False,False,0.02,0,Segment 1
1992,4,0.4578741482223523,-0.8647617458552251,0.4915905108398706,0.0577176190643912,-1.630553287013076,2,False,True,522,7,False,False,False,False,True,0.66,1,Segment 5
7851,4,0.9295434566076834,-0.3649969857128993,0.5468571354482983,-1.2751986462038936,0.3742690513071103,2,False,False,161,1,False,False,False,False,True,0.04,0,Segment 5
8594,3,-0.0388870997499493,-0.9983622262893124,-0.7778671089537099,0.0577176190643912,-0.8355375321619676,4,False,False,112,6,False,False,False,True,False,0.02,0,Segment 4
7059,4,1.4204877126914537,-1.735638951647793,1.4997877233936114,-1.2751986462038936,-0.07508767969569,2,False,True,483,1,False,False,False,False,True,0.01,0,Segment 5
2815,4,-0.893541238491221,-1.1319627067233995,-0.8029883019575407,0.0577176190643912,-0.1096535820805208,2,False,True,7,7,False,False,False,False,True,0.03,0,Segment 5
2416,0,0.7529139486703254,-1.166599868317422,1.153115259940747,-1.2751986462038936,1.1692848061582186,4,True,False,789,1,True,False,False,False,False,0.01,0,Segment 1
7999,1,1.1807586317259575,0.3871242374715911,1.9151247810569465,-1.2751986462038936,-1.112064751240614,4,False,False,1239,2,False,True,False,False,False,0.78,1,Segment 2
9213,2,-0.9577746319722082,1.248105111380153,-0.9788366529843558,0.0577176190643912,-1.2503283607799371,2,False,False,4,8,False,False,True,False,False,0.13,0,Segment 3
9697,1,0.1223125907203717,-1.1814443661434315,-0.0962454054497689,1.390633884332676,1.272982513312711,2,False,True,335,6,False,True,False,False,False,0.0,0,Segment 2
3916,4,-0.1005570730766685,1.629113888914401,0.4865662722391045,0.0577176190643912,1.4803779276216955,4,False,False,639,7,False,False,False,False,True,0.11,0,Segment 5
2021,3,0.5002198773092043,0.5207247179056783,1.3205898799662854,0.0577176190643912,-0.07508767969569,2,False,True,563,4,False,False,False,True,False,0.04,0,Segment 4
1581,0,-0.685361944039794,-0.4540639726689573,-0.9754871605838452,0.0577176190643912,-1.077498848855783,2,False,True,2,8,True,False,False,False,False,0.13,0,Segment 1
564,1,0.2774488065950203,1.6835437142764365,0.5133622114431906,0.0577176190643912,1.100153001388557,4,False,False,746,6,False,True,False,False,False,0.7577978320438428,1,Segment 2
6619,0,-0.6356217337387071,0.9363706570339492,-0.9302690131769498,1.390633884332676,1.445812025236865,2,False,True,22,7,True,False,False,False,False,0.05,0,Segment 1
9081,1,-1.517881935679789,-1.5426604799096673,-0.962089190981802,0.0577176190643912,0.3051372465374487,2,True,False,4,5,False,True,False,False,False,0.07,0,Segment 2
178,0,0.551833356184564,0.7038068577597977,0.6255702068603013,0.0577176190643912,-0.3170489963895056,2,False,True,478,5,True,False,False,False,False,0.01,0,Segment 1
916,3,-0.4764432014669434,-1.4981269864316382,-0.9520407137802698,1.390633884332676,0.6162303680009259,4,True,False,20,3,False,False,False,True,False,0.02,0,Segment 4
5512,1,0.2234690937311054,-1.5674013096196833,-0.1364393142558981,0.0577176190643912,-1.0429329464709522,3,False,True,451,5,False,True,False,False,False,0.01,0,Segment 2
8970,3,0.5275301612604452,1.2876904389161783,-0.1163423598528335,0.0577176190643912,1.5149438300065263,4,False,True,371,5,False,False,False,True,False,0.14,0,Segment 4
10581,3,-0.5020774030096246,1.248105111380153,-0.1565362686589627,0.0577176190643912,-0.2824830940046748,2,False,True,281,8,False,False,False,True,False,0.048568665377176,0,Segment 4
5300,3,-0.608705822118892,-0.8548654139712187,-0.8867256119703099,0.0577176190643912,0.3742690513071103,3,False,True,19,7,False,False,False,True,False,0.02,0,Segment 4
5154,2,-0.6679109683741996,-0.1571740161487637,-0.913521551174396,0.0577176190643912,0.1668736369981255,3,False,False,26,6,False,False,True,False,False,0.01,0,Segment 3
8346,0,-0.940372952848042,1.6093212251463882,-0.5082329707125932,0.0577176190643912,-0.8009716297771368,2,True,False,138,9,True,False,False,False,False,0.85,1,Segment 1
1676,3,-0.4067871884288506,-0.5530272915090219,-0.5584753567202547,0.0577176190643912,-0.6627080202378136,2,False,True,213,5,False,False,False,True,False,0.0,0,Segment 4
9286,3,1.569708343594714,1.3520165961622204,0.2470775656025846,-1.2751986462038936,1.5149438300065263,3,False,False,407,3,False,False,False,True,False,0.36,0,Segment 4
2426,3,1.3564515053761792,1.4806689106543045,0.4949400032403814,-1.2751986462038936,-0.4898785083136596,4,False,False,483,3,False,False,False,True,False,0.75,1,Segment 4
5172,1,0.6800536604393974,-0.6272497806390703,0.7595499028807319,0.0577176190643912,-1.5614214822434145,3,False,False,738,7,False,True,False,False,False,0.55,1,Segment 2
5562,4,0.4330286913425229,0.0704416171833846,0.22698061119952,0.0577176190643912,1.4803779276216955,2,False,True,502,6,False,False,False,False,True,0.0,0,Segment 5
3436,1,-1.83697844834474,-0.988465894405306,-0.970462921983079,0.0577176190643912,-0.8701034345467984,2,False,True,11,7,False,True,False,False,False,0.05,0,Segment 2
3921,3,-1.126516693281049,1.2629496092061625,-0.6606348749358331,-1.2751986462038936,1.618641537161019,1,False,False,24,8,False,False,False,True,False,0.03,0,Segment 4
3403,4,1.3627121661375647,1.431187251234272,2.499611204946075,0.0577176190643912,-1.3194601655495988,4,False,False,1170,6,False,False,False,False,True,0.58,1,Segment 5
22,4,-0.2464255391628093,1.084815635294046,-0.4864612701092732,0.0577176190643912,1.7223392443155112,2,False,False,185,8,False,False,False,False,True,0.06,0,Segment 5
10965,4,1.2174352585485628,0.6840141939917848,1.8799551108515835,-1.2751986462038936,0.7890598799250799,2,False,False,983,6,False,False,False,False,True,0.26,0,Segment 5
9426,4,0.3450343648931274,0.886888997613917,0.5033137342416583,0.0577176190643912,0.9618893918492338,3,True,False,691,8,False,False,False,False,True,0.06,0,Segment 5
6605,1,0.2122294822854683,-0.6915759378851123,0.1382190625859847,-1.2751986462038936,1.2384166109278802,4,False,False,504,7,False,True,False,False,False,0.02,0,Segment 2
3136,3,0.4004436774584611,0.4366058968916234,0.1063988847811324,0.0577176190643912,1.3421143180823725,3,False,False,317,5,False,False,False,True,False,0.0,0,Segment 4
8737,4,0.2097153586726284,-1.3298893444035285,-0.9319437593772052,0.0577176190643912,-0.93923523931646,2,False,False,29,3,False,False,False,False,True,0.0,0,Segment 5
11088,2,1.347430238294813,0.3970205693555976,2.0373812536755893,0.0577176190643912,1.1692848061582186,4,False,False,1396,6,False,False,True,False,False,0.14,0,Segment 3
716,3,0.8184290522284468,-1.56245314367768,0.6305944454610675,0.0577176190643912,0.4779667584616027,4,False,False,529,3,False,False,False,True,False,0.0,0,Segment 4
466,3,0.6884833690236252,0.4860875563116557,0.2454028194023292,-1.2751986462038936,-1.3885919703192602,2,False,True,388,2,False,False,False,True,False,0.08,0,Segment 4
9135,3,-1.1883345562320529,1.67364738239243,-0.8967740891718421,1.390633884332676,1.4803779276216955,2,False,False,13,8,False,False,False,True,False,0.02,0,Segment 4
10623,4,-0.1468465254777791,-0.6321979465810735,-0.9503659675800143,0.0577176190643912,-1.630553287013076,3,False,False,28,5,False,False,False,False,True,0.01,0,Segment 5
8151,4,-1.3324776433682055,0.9561633208019622,-0.5634995953210209,-1.2751986462038936,-1.4922896774737526,0,False,True,16,8,False,False,False,False,True,0.08,0,Segment 5
5140,2,0.643130550909651,1.584580395436372,1.4160504133808425,0.0577176190643912,0.5816644656160951,4,False,True,1047,8,False,False,True,False,False,0.27,0,Segment 3
10160,3,-0.0180346627258069,0.0951824468934007,-0.926919520776439,0.0577176190643912,-0.0059558749260284,3,False,False,31,5,False,False,False,True,False,0.0,0,Segment 4
4945,2,0.1155589645447038,1.21346794978613,1.0224850563208272,-1.2751986462038936,-0.6972739226226443,2,False,False,815,6,False,False,True,False,False,0.41,0,Segment 3
10584,0,0.707709020180636,-0.7163167675951284,0.5786773132531505,0.0577176190643912,0.9618893918492338,2,False,True,225,3,True,False,False,False,False,0.0,0,Segment 1
6071,2,1.474368832472512,-0.0433661994826895,0.9337235077072918,-1.2751986462038936,0.9618893918492338,2,True,False,493,1,False,False,True,False,False,0.08,0,Segment 3
3386,0,-0.8071736979089571,0.0951824468934007,-0.7745176165531992,-1.2751986462038936,0.754493977540249,2,False,True,34,7,True,False,False,False,False,0.02,0,Segment 1
8939,3,0.4900647897749882,1.020489478048004,0.2186068801982431,0.0577176190643912,-0.0059558749260284,2,False,False,382,5,False,False,False,True,False,0.02,0,Segment 4
9925,3,-0.5740010569534162,0.2287829273274879,-0.6422126667330239,0.0577176190643912,1.6532074395458498,4,False,False,127,7,False,False,False,True,False,0.01,0,Segment 4
4320,0,0.4359371872867886,0.515776551963675,0.5753278208526398,0.0577176190643912,-1.4922896774737526,2,True,False,325,3,True,False,False,False,False,0.13,0,Segment 1
5389,2,-0.1177615660351218,-0.5035456320889896,-0.4228209144995686,1.390633884332676,1.5149438300065263,2,False,True,238,7,False,False,True,False,False,0.0,0,Segment 3
6036,0,1.863959399379836,-1.2358741915054672,2.2182538433031707,-1.2751986462038936,0.9964552942340646,3,False,False,1168,1,True,False,False,False,False,0.158568665377176,0,Segment 1
182,4,-0.3541877787249262,0.298057250515533,-0.3390836044867995,0.0577176190643912,0.4434008560767719,4,False,False,284,8,False,False,False,False,True,0.07,0,Segment 5
203,1,1.4720025984839569,0.4316577309496202,2.494586966345309,-1.2751986462038936,-0.07508767969569,3,True,False,1288,2,False,True,False,False,False,0.214522768592066,0,Segment 2
11025,4,-0.7328345134351821,0.778029346889846,-0.7728428703529437,1.390633884332676,-1.3885919703192602,2,False,True,65,8,False,False,False,False,True,0.21,0,Segment 5
10203,3,-1.242955124134535,0.0506489534153717,-0.9336185055774604,0.0577176190643912,0.9618893918492338,2,True,False,11,7,False,False,False,True,False,0.02,0,Segment 4
4607,0,0.9887978994044192,-0.2165520074528025,0.2973199516102461,-1.2751986462038936,-0.8701034345467984,2,False,False,227,2,True,False,False,False,False,0.02,0,Segment 1
3711,3,1.4234455051771475,-1.1567035364334155,2.1814094268975524,-1.2751986462038936,-1.0429329464709522,3,False,True,1035,3,False,False,False,True,False,0.5460644352587327,1,Segment 4
3696,2,-1.0193953087574992,-0.9934140603473092,-0.9168710435749068,1.390633884332676,0.6162303680009259,2,False,False,27,7,False,False,True,False,False,0.01,0,Segment 3
2532,3,1.091679781365141,-1.1567035364334155,1.7610481306334511,-1.2751986462038936,1.5840756347761882,3,True,False,982,5,False,False,False,True,False,0.3174957698815566,0,Segment 4
9214,0,-0.4248297225915837,-0.1819148458587799,-0.4043987062967594,-1.2751986462038936,-0.0405217773108592,2,False,True,179,5,True,False,False,False,False,0.01,0,Segment 1
4943,3,0.946205687610426,1.4014982555822526,1.8883288418528603,-1.2751986462038936,0.8236257823099107,2,False,True,1379,6,False,False,False,True,False,0.22,0,Segment 4
35,3,-1.270068221920063,1.5103579063063235,-0.6522611439345561,0.0577176190643912,-0.4898785083136596,2,False,True,32,6,False,False,False,True,False,0.1274957698815567,0,Segment 4
2258,4,-0.9084780905439755,1.079867469352043,-0.9336185055774604,0.0577176190643912,0.927323489464403,2,False,True,8,8,False,False,False,False,True,0.03,0,Segment 5
4322,3,1.3090282325222191,-0.6915759378851123,1.1581394985415132,-1.2751986462038936,-1.0083670440861214,4,False,False,881,2,False,False,False,True,False,0.08,0,Segment 4
713,2,-0.0471196221684642,-1.646571964691735,-0.2637200254753072,-1.2751986462038936,0.7890598799250799,3,False,True,141,3,False,False,True,False,False,0.0,0,Segment 3
4702,2,0.5191004526762174,1.6439583867404106,2.1696862034957647,-1.2751986462038936,-1.0083670440861214,2,True,False,1000,8,False,False,True,False,False,0.55,1,Segment 3
3281,2,-0.1062261753409153,-0.5728199552770348,-0.3156371576832241,1.390633884332676,0.6853621727705874,4,False,True,206,6,False,False,True,False,False,0.0,0,Segment 3
702,4,-0.178790684323274,0.7186513555858073,-0.1314150756551319,0.0577176190643912,1.0655870990037262,1,False,False,162,5,False,False,False,False,True,0.03,0,Segment 5
2004,3,1.0534749617582606,-0.3452043219448863,0.952145715910101,0.0577176190643912,0.5470985632312643,2,True,False,619,1,False,False,False,True,False,0.03,0,Segment 4
4769,1,0.327583389227533,-1.6960536241117672,-0.1783079692622827,1.390633884332676,0.0977418322284639,3,False,False,456,7,False,True,False,False,False,0.01,0,Segment 2
4437,4,0.6905045272221827,0.3821760715295879,-0.568523833921787,1.390633884332676,0.5470985632312643,2,False,True,112,4,False,False,False,False,True,0.01,0,Segment 5
8724,2,-1.1210940737239434,0.1149751106614136,-0.926919520776439,0.0577176190643912,0.2705713441526179,2,True,False,11,6,False,False,True,False,False,0.03,0,Segment 3
10741,4,-0.1950585429945908,0.4465022287756298,-0.4697138081067193,0.0577176190643912,0.7199280751554182,3,False,False,172,7,False,False,False,False,True,0.0,0,Segment 5
1991,3,-0.3144054697923423,-0.94888056686928,-0.8431822107636698,0.0577176190643912,-1.6996850917827375,2,False,False,78,5,False,False,False,True,False,0.01,0,Segment 4
6931,2,1.2655979795239465,-1.0874292132453705,0.7746226186830304,-1.2751986462038936,-1.0429329464709522,2,False,False,464,4,False,False,True,False,False,0.72,1,Segment 3
11096,1,0.2927307344377725,-0.1423295183227541,-0.6154167275289377,0.0577176190643912,0.0286100274588023,1,False,False,99,2,False,True,False,False,False,0.0,0,Segment 2
304,3,-1.3982885261748963,-0.8202282523771961,-0.8766771347687775,0.0577176190643912,0.6162303680009259,3,True,False,19,7,False,False,False,True,False,0.05,0,Segment 4
3665,2,-1.2814064264485563,-0.5926126190450477,-0.913521551174396,0.0577176190643912,-0.1096535820805208,1,False,False,1,8,False,False,True,False,False,0.05,0,Segment 3
10591,3,-0.3781458978590473,1.67364738239243,-0.6673338597368547,0.0577176190643912,-0.420746703543998,2,False,False,63,7,False,False,False,True,False,0.05,0,Segment 4
5036,0,-0.4238930883044473,1.109556465004062,-0.324010888684501,0.0577176190643912,-0.3861808011591672,4,True,False,252,6,True,False,False,False,False,0.07,0,Segment 1
5547,4,1.6198922227686552,-0.1373813523807509,2.2098801123018936,-1.2751986462038936,-1.3885919703192602,4,False,True,1478,3,False,False,False,False,True,0.77,1,Segment 5
7822,0,0.1355240638231381,0.1793012679074556,0.104724138580877,0.0577176190643912,0.2360054417677871,2,False,False,198,3,True,False,False,False,False,0.0,0,Segment 1
8541,3,-1.3125618406311996,-1.191340698027438,-0.935293251777716,0.0577176190643912,1.6877733419306804,1,False,True,8,5,False,False,False,True,False,0.0,0,Segment 4
10955,4,1.691421504381021,-0.8944507415072446,1.6756360744204266,-1.2751986462038936,0.6507962703857566,2,False,False,416,1,False,False,False,False,True,0.66,1,Segment 5
4368,2,-0.1705088653633309,-0.7212649335371316,-0.7795418551539653,0.0577176190643912,0.7890598799250799,2,False,True,42,6,False,False,True,False,False,0.0,0,Segment 3
9671,3,-1.5673756632737348,-0.988465894405306,-0.8884003581705652,1.390633884332676,-0.07508767969569,2,False,True,14,8,False,False,False,True,False,0.7,1,Segment 4
2256,4,-1.1905036040548953,-1.2952521828095058,-0.9687881757828236,1.390633884332676,-0.5590103130833212,3,False,True,17,6,False,False,False,False,True,0.01,0,Segment 5
4279,1,-0.5797687523005194,-1.3051485146935125,-0.913521551174396,1.390633884332676,1.3075484156975417,1,True,False,15,3,False,True,False,False,False,0.01,0,Segment 2
5371,2,-1.4707544420743983,-1.344733842229538,-0.8515559417649468,0.0577176190643912,-1.6996850917827375,2,True,False,6,7,False,False,True,False,False,0.75,1,Segment 3
9240,3,0.4532895698695266,-1.0478438857093446,-0.123041344653855,0.0577176190643912,0.8236257823099107,4,True,False,458,6,False,False,False,True,False,0.02,0,Segment 4
9460,3,-1.4241692104247186,0.4118650671816072,-0.7326489615468146,-1.2751986462038936,0.8581916846947414,2,False,True,30,8,False,False,False,True,False,0.02,0,Segment 4
9504,1,1.498080468899492,-0.5876644531030445,0.6841863238692397,-1.2751986462038936,-1.5614214822434145,3,False,True,179,1,False,True,False,False,False,0.68,1,Segment 2
8692,3,-0.3868220891504163,1.490565242538311,-0.6020187579268946,1.390633884332676,0.0286100274588023,2,False,False,90,8,False,False,False,True,False,0.18,0,Segment 4
448,3,0.1760458208771455,0.6493770323977621,0.327465383214843,0.0577176190643912,0.2705713441526179,4,True,False,308,5,False,False,False,True,False,0.05,0,Segment 4
8314,1,1.4098396597429552,0.4761912244276492,1.9636924208643525,-1.2751986462038936,-0.6627080202378136,2,False,True,557,2,False,True,False,False,False,0.09,0,Segment 2
8420,2,-1.7743718407308842,-0.1175886886127379,-0.8967740891718421,-1.2751986462038936,-0.766405727392306,1,False,True,7,5,False,False,True,False,False,0.0,0,Segment 3
3174,1,1.7974583649931497,0.2436274251534975,2.2735204679115983,0.0577176190643912,0.408834953691941,2,False,False,1492,6,False,True,False,False,False,0.78,1,Segment 2
7685,0,-0.9006399404568864,-0.3006708284668573,-0.8733276423682668,0.0577176190643912,-1.5614214822434145,2,False,True,30,5,True,False,False,False,False,0.0,0,Segment 1
3179,1,1.500200220180906,0.1199232766034169,1.6287431808132755,-1.2751986462038936,0.8927575870795722,2,True,False,249,2,False,True,False,False,False,0.09,0,Segment 2
9780,1,0.995305042872946,0.0753897831253878,0.327465383214843,0.0577176190643912,-1.284894263164768,3,False,False,465,4,False,True,False,False,False,0.07,0,Segment 2
10681,4,0.5500093841517193,-0.9340360690432704,0.484891526038849,0.0577176190643912,-1.2503283607799371,1,False,True,129,4,False,False,False,False,True,0.07,0,Segment 5
10232,3,-0.1237264475479379,-0.5827162871610413,-0.4496168537036548,0.0577176190643912,-1.3885919703192602,4,False,False,174,3,False,False,False,True,False,0.03,0,Segment 4
4184,3,0.0418113385680676,-1.6416237987497315,-0.56015010292051,0.0577176190643912,-0.0405217773108592,4,False,False,189,4,False,False,False,True,False,0.01,0,Segment 4
9120,2,0.7520759074660455,1.0749193034100395,0.7796468572837966,0.0577176190643912,1.0655870990037262,2,True,False,747,8,False,False,True,False,False,0.04,0,Segment 3
891,3,-1.0850583019399054,-0.2907744965828508,-0.9855356377853774,1.390633884332676,0.3742690513071103,3,False,False,6,5,False,False,False,True,False,0.01,0,Segment 4
10381,2,-0.1783470154504199,0.0259081237053556,-0.9687881757828236,0.0577176190643912,-0.2133512892350132,2,True,False,14,6,False,False,True,False,False,0.02,0,Segment 3
3525,4,-0.6462204901457772,1.065022971526033,-0.9754871605838452,1.390633884332676,-1.0429329464709522,2,False,False,12,7,False,False,False,False,True,0.02,0,Segment 5
6818,3,-0.3115462703895048,1.490565242538311,-0.3859764980939502,0.0577176190643912,-0.8009716297771368,2,False,True,98,6,False,False,False,True,False,0.0374957698815566,0,Segment 4
3526,4,-0.6342414305787166,-0.9934140603473092,-0.940317490378482,1.390633884332676,0.3051372465374487,4,False,True,32,7,False,False,False,False,True,0.01,0,Segment 5
8181,3,-0.6268469493644817,-0.3204634922348702,-0.7075277685429838,0.0577176190643912,-0.247917191619844,1,True,False,51,8,False,False,False,True,False,0.06,0,Segment 4
1029,4,0.6459897503124885,-0.1076923567287315,-0.5367036561169347,0.0577176190643912,-0.766405727392306,4,False,False,200,5,False,False,False,False,True,0.0,0,Segment 5
7369,0,-0.7073974980582141,-0.4144786451329316,-0.9001235815723528,0.0577176190643912,0.2360054417677871,3,False,True,25,8,True,False,False,False,False,0.04,0,Segment 1
2574,0,0.5268400096804499,0.7928738447158558,1.0559799803259349,0.0577176190643912,-0.766405727392306,4,False,True,1050,5,True,False,False,False,False,0.28,0,Segment 1
8159,1,-0.0010766524744948,-1.3100966806355157,-0.6991540375417069,1.390633884332676,-1.3540260679344294,2,False,True,117,7,False,True,False,False,False,0.04,0,Segment 2
1160,3,-1.8756762333659025,-0.2165520074528025,-0.9218952821756728,1.390633884332676,-0.0405217773108592,2,False,True,9,8,False,False,False,True,False,0.06,0,Segment 4
10242,4,-0.1891429580232028,-0.3353079900608799,-0.8783518809690329,1.390633884332676,-0.3516148987743364,4,False,False,56,5,False,False,False,False,True,0.0,0,Segment 5
5253,3,0.162390678901525,0.0061154599373426,-0.6237904585302146,1.390633884332676,1.2384166109278802,3,False,False,145,7,False,False,False,True,False,0.03,0,Segment 4
5966,3,-0.3007996243581501,1.1986234519601202,-0.6438874129332792,1.390633884332676,0.5125326608464335,4,False,True,203,6,False,False,False,True,False,0.1289979688557887,0,Segment 4
5314,3,-0.5235213985309057,0.5652582113837074,-0.2603705330747964,0.0577176190643912,0.6853621727705874,2,False,False,270,8,False,False,False,True,False,0.02,0,Segment 4
5081,3,-0.1719384650647496,-0.5035456320889896,-0.9252447745761836,1.390633884332676,0.1668736369981255,1,False,False,9,8,False,False,False,True,False,0.01,0,Segment 4
5123,2,-1.1761583104992794,0.426709565007617,-0.7644691393516668,-1.2751986462038936,0.2705713441526179,3,False,True,37,7,False,False,True,False,False,0.04,0,Segment 3
5756,4,-0.5844519237362015,-1.319993012519522,-0.9118468049741406,0.0577176190643912,0.5125326608464335,2,False,False,46,6,False,False,False,False,True,0.06,0,Segment 5
8036,2,-1.205736235356219,-1.3942155016495703,-0.8984488353720975,1.390633884332676,-1.3540260679344294,1,False,False,31,4,False,False,True,False,False,0.02,0,Segment 3
9058,3,1.404515633268706,1.4361354171762752,2.122793309888614,-1.2751986462038936,0.5470985632312643,2,False,False,1060,3,False,False,False,True,False,0.9,1,Segment 4
5057,0,0.5168821083119469,-0.3254116581768735,0.0193120823678525,0.0577176190643912,0.8581916846947414,3,False,True,264,2,True,False,False,False,False,0.0,0,Segment 1
254,4,0.1259112382446327,-1.537712313967664,-0.2118028932673903,0.0577176190643912,-1.5614214822434145,2,False,False,399,7,False,False,False,False,True,0.11,0,Segment 5
4179,4,-1.335336842771043,-0.2017075096267928,-0.9118468049741406,-1.2751986462038936,1.5495097323913574,2,False,False,8,4,False,False,False,False,True,0.0,0,Segment 5
3710,1,-0.5730644226662797,1.342120264278214,-0.8683034037675006,0.0577176190643912,-0.2824830940046748,4,True,False,19,7,False,True,False,False,False,0.7374957698815566,1,Segment 2
7627,4,2.013968774945948,1.040282141816017,2.4895627277445427,-1.2751986462038936,-0.8355375321619676,3,False,True,817,2,False,False,False,False,True,0.8,1,Segment 5
4501,4,0.9155925353834936,-0.6074571168710574,1.4713170379892695,-1.2751986462038936,1.5495097323913574,3,True,False,292,1,False,False,False,False,True,0.02,0,Segment 5
6424,2,-0.8937877211983621,-1.0082585581733188,-0.9218952821756728,0.0577176190643912,-1.3885919703192602,2,False,False,12,4,False,False,True,False,False,0.0,0,Segment 3
3075,3,0.427113106371135,-0.3105671603508638,-0.3642047974906302,-1.2751986462038936,-0.07508767969569,4,False,True,130,1,False,False,False,True,False,0.02,0,Segment 4
4992,1,-1.6686800559087531,-0.3501524878868896,-0.8884003581705652,0.0577176190643912,-1.284894263164768,3,False,False,6,7,False,True,False,False,False,0.28,0,Segment 2
5252,3,-1.3506680671552234,1.272845941090169,-0.8917498505710759,0.0577176190643912,1.0655870990037262,2,False,False,16,7,False,False,False,True,False,0.09,0,Segment 4
