ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_encoded,Marital_Absurd,Marital_Alone,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Widow,Marital_YOLO,Customer_Tenure,Family_Size,Total_Spend,Cluster
4769,1977,Master,0.327583389227533,1,1,2014-06-18,0.0977418322284639,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,3,False,False,False,False,False,True,False,False,-1.6960536241117672,1.390633884332676,-0.1783079692622827,1
4437,1962,Graduation,0.6905045272221827,1,1,2013-04-24,0.5470985632312643,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.3821760715295879,1.390633884332676,-0.568523833921787,4
8724,1982,Graduation,-1.1210940737239434,1,0,2013-06-17,0.2705713441526179,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.1149751106614136,0.0577176190643912,-0.926919520776439,2
10741,1951,Master,-0.1950585429945908,0,1,2013-04-11,0.7199280751554182,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,0.4465022287756298,0.0577176190643912,-0.4697138081067193,4
1991,1967,Graduation,-0.3144054697923423,0,1,2014-01-18,-1.6996850917827375,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-0.94888056686928,0.0577176190643912,-0.8431822107636698,3
6931,1967,Graduation,1.2655979795239465,0,0,2014-02-15,-1.0429329464709522,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,2,False,False,True,False,False,False,False,False,-1.0874292132453705,-1.2751986462038936,0.7746226186830304,2
11096,1952,2n Cycle,0.2927307344377725,0,1,2013-08-08,0.0286100274588023,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,-0.1423295183227541,0.0577176190643912,-0.6154167275289377,1
304,1981,Master,-1.3982885261748963,1,0,2013-12-23,0.6162303680009259,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,3,False,False,False,False,True,False,False,False,-0.8202282523771961,0.0577176190643912,-0.8766771347687775,3
3665,1977,2n Cycle,-1.2814064264485563,1,0,2013-11-07,-0.1096535820805208,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,-0.5926126190450477,0.0577176190643912,-0.913521551174396,2
10591,1969,Graduation,-0.3781458978590473,0,1,2012-08-06,-0.420746703543998,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,1.67364738239243,0.0577176190643912,-0.6673338597368547,3
5036,1984,PhD,-0.4238930883044473,1,0,2012-11-28,-0.3861808011591672,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,4,False,False,False,False,True,False,False,False,1.109556465004062,0.0577176190643912,-0.324010888684501,0
5547,1982,PhD,1.6198922227686552,0,0,2013-08-07,-1.3885919703192602,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,4,False,False,False,True,False,False,False,False,-0.1373813523807509,-1.2751986462038936,2.2098801123018936,4
7822,1976,Graduation,0.1355240638231381,0,1,2013-06-04,0.2360054417677871,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,0.1793012679074556,0.0577176190643912,0.104724138580877,0
8541,1990,2n Cycle,-1.3125618406311996,1,0,2014-03-08,1.6877733419306804,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,-1.191340698027438,0.0577176190643912,-0.935293251777716,3
10955,1964,Graduation,1.691421504381021,0,0,2014-01-07,0.6507962703857566,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,2,False,False,False,False,False,False,True,False,-0.8944507415072446,-1.2751986462038936,1.6756360744204266,4
4368,1980,Graduation,-0.1705088653633309,1,0,2013-12-03,0.7890598799250799,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.7212649335371316,0.0577176190643912,-0.7795418551539653,2
9671,1968,Graduation,-1.5673756632737348,1,1,2014-01-26,-0.07508767969569,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,2,False,False,False,True,False,False,False,False,-0.988465894405306,1.390633884332676,-0.8884003581705652,3
2256,1973,Master,-1.1905036040548953,1,1,2014-03-29,-0.5590103130833212,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,-1.2952521828095058,1.390633884332676,-0.9687881757828236,4
4279,1963,2n Cycle,-0.5797687523005194,1,1,2014-03-31,1.3075484156975417,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,-1.3051485146935125,1.390633884332676,-0.913521551174396,1
5371,1989,Graduation,-1.4707544420743983,1,0,2014-04-08,-1.6996850917827375,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,2,False,False,False,False,True,False,False,False,-1.344733842229538,0.0577176190643912,-0.8515559417649468,2
9240,1971,PhD,0.4532895698695266,0,1,2014-02-07,0.8236257823099107,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,4,False,False,False,False,True,False,False,False,-1.0478438857093446,0.0577176190643912,-0.123041344653855,3
9460,1963,Graduation,-1.4241692104247186,0,0,2013-04-18,0.8581916846947414,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.4118650671816072,-1.2751986462038936,-0.7326489615468146,3
9504,1949,Master,1.498080468899492,0,0,2013-11-06,-1.5614214822434145,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,3,False,False,False,True,False,False,False,False,-0.5876644531030445,-1.2751986462038936,0.6841863238692397,1
8692,1952,Graduation,-0.3868220891504163,1,1,2012-09-12,0.0286100274588023,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,1.490565242538311,1.390633884332676,-0.6020187579268946,3
448,1978,PhD,0.1760458208771455,1,0,2013-03-01,0.2705713441526179,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,4,False,False,False,False,True,False,False,False,0.6493770323977621,0.0577176190643912,0.327465383214843,3
8314,1982,Graduation,1.4098396597429552,0,0,2013-04-05,-0.6627080202378136,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,2,False,False,False,True,False,False,False,False,0.4761912244276492,-1.2751986462038936,1.9636924208643525,1
8420,1970,2n Cycle,-1.7743718407308842,0,0,2013-08-03,-0.766405727392306,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,-0.1175886886127379,-1.2751986462038936,-0.8967740891718421,2
3174,1959,Graduation,1.7974583649931497,0,1,2013-05-22,0.408834953691941,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,2,False,False,False,False,False,True,False,False,0.2436274251534975,0.0577176190643912,2.2735204679115983,1
7685,1978,Graduation,-0.9006399404568864,1,0,2013-09-09,-1.5614214822434145,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.3006708284668573,0.0577176190643912,-0.8733276423682668,0
3179,1980,Graduation,1.500200220180906,0,0,2013-06-16,0.8927575870795722,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.1199232766034169,-1.2751986462038936,1.6287431808132755,1
9780,1971,Master,0.995305042872946,0,1,2013-06-25,-1.284894263164768,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,0.0753897831253878,0.0577176190643912,0.327465383214843,1
10681,1970,2n Cycle,0.5500093841517193,0,1,2014-01-15,-1.2503283607799371,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,-0.9340360690432704,0.0577176190643912,0.484891526038849,4
10232,1963,PhD,-0.1237264475479379,0,1,2013-11-05,-1.3885919703192602,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,4,False,False,True,False,False,False,False,False,-0.5827162871610413,0.0577176190643912,-0.4496168537036548,3
4184,1950,PhD,0.0418113385680676,0,1,2014-06-07,-0.0405217773108592,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,4,False,False,False,False,False,True,False,False,-1.6416237987497315,0.0577176190643912,-0.56015010292051,3
9120,1962,Graduation,0.7520759074660455,0,1,2012-12-05,1.0655870990037262,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,1.0749193034100395,0.0577176190643912,0.7796468572837966,2
891,1951,Master,-1.0850583019399054,1,1,2013-09-07,0.3742690513071103,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,-0.2907744965828508,1.390633884332676,-0.9855356377853774,3
10381,1979,Graduation,-0.1783470154504199,0,1,2013-07-05,-0.2133512892350132,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.0259081237053556,0.0577176190643912,-0.9687881757828236,2
3525,1970,Graduation,-0.6462204901457772,1,1,2012-12-07,-1.0429329464709522,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,1.065022971526033,1.390633884332676,-0.9754871605838452,4
6818,1974,Graduation,-0.3115462703895048,0,1,2012-09-12,-0.8009716297771368,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,1.490565242538311,0.0577176190643912,-0.3859764980939502,3
3526,1968,PhD,-0.6342414305787166,1,1,2014-01-27,0.3051372465374487,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,-0.9934140603473092,1.390633884332676,-0.940317490378482,4
8181,1978,2n Cycle,-0.6268469493644817,1,0,2013-09-13,-0.247917191619844,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,-0.3204634922348702,0.0577176190643912,-0.7075277685429838,3
1029,1970,PhD,0.6459897503124885,0,1,2013-08-01,-0.766405727392306,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,4,False,False,False,False,False,True,False,False,-0.1076923567287315,0.0577176190643912,-0.5367036561169347,4
7369,1981,Master,-0.7073974980582141,1,0,2013-10-02,0.2360054417677871,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,-0.4144786451329316,0.0577176190643912,-0.9001235815723528,0
2574,1977,PhD,0.5268400096804499,0,1,2013-01-31,-0.766405727392306,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,4,False,False,False,True,False,False,False,False,0.7928738447158558,0.0577176190643912,1.0559799803259349,0
8159,1968,Graduation,-0.0010766524744948,1,1,2014-04-01,-1.3540260679344294,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-1.3100966806355157,1.390633884332676,-0.6991540375417069,1
1160,1970,Graduation,-1.8756762333659025,1,1,2013-08-23,-0.0405217773108592,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.2165520074528025,1.390633884332676,-0.9218952821756728,3
10242,1966,PhD,-0.1891429580232028,1,1,2013-09-16,-0.3516148987743364,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,4,False,False,False,False,False,True,False,False,-0.3353079900608799,1.390633884332676,-0.8783518809690329,4
5253,1956,Master,0.162390678901525,1,1,2013-07-09,1.2384166109278802,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,0.0061154599373426,1.390633884332676,-0.6237904585302146,3
5966,1974,PhD,-0.3007996243581501,1,1,2012-11-10,0.5125326608464335,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,4,False,False,False,True,False,False,False,False,1.1986234519601202,1.390633884332676,-0.6438874129332792,3
5314,1951,Graduation,-0.5235213985309057,0,1,2013-03-18,0.6853621727705874,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,0.5652582113837074,0.0577176190643912,-0.2603705330747964,3
5081,1967,2n Cycle,-0.1719384650647496,1,1,2013-10-20,0.1668736369981255,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,-0.5035456320889896,1.390633884332676,-0.9252447745761836,3
5123,1951,Master,-1.1761583104992794,0,0,2013-04-15,0.2705713441526179,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,0.426709565007617,-1.2751986462038936,-0.7644691393516668,2
5756,1983,Graduation,-0.5844519237362015,1,0,2014-04-03,0.5125326608464335,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-1.319993012519522,0.0577176190643912,-0.9118468049741406,4
8036,1971,2n Cycle,-1.205736235356219,1,1,2014-04-18,-1.3540260679344294,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,-1.3942155016495703,1.390633884332676,-0.8984488353720975,2
9058,1955,Graduation,1.404515633268706,0,0,2012-09-23,0.5470985632312643,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,2,False,False,False,False,False,False,True,False,1.4361354171762752,-1.2751986462038936,2.122793309888614,3
5057,1961,Master,0.5168821083119469,0,1,2013-09-14,0.8581916846947414,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,-0.3254116581768735,0.0577176190643912,0.0193120823678525,0
254,1955,Graduation,0.1259112382446327,0,1,2014-05-17,-1.5614214822434145,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-1.537712313967664,0.0577176190643912,-0.2118028932673903,4
4179,1959,Graduation,-1.335336842771043,0,0,2013-08-20,1.5495097323913574,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-0.2017075096267928,-1.2751986462038936,-0.9118468049741406,4
3710,1984,PhD,-0.5730644226662797,1,0,2012-10-12,-0.2824830940046748,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,4,False,False,False,False,True,False,False,False,1.342120264278214,0.0577176190643912,-0.8683034037675006,1
7627,1975,Master,2.013968774945948,0,0,2012-12-12,-0.8355375321619676,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,3,False,False,False,True,False,False,False,False,1.040282141816017,-1.2751986462038936,2.4895627277445427,4
4501,1965,Master,0.9155925353834936,0,0,2013-11-10,1.5495097323913574,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,3,False,False,False,False,True,False,False,False,-0.6074571168710574,-1.2751986462038936,1.4713170379892695,4
6424,1977,Graduation,-0.8937877211983621,1,0,2014-01-30,-1.3885919703192602,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-1.0082585581733188,0.0577176190643912,-0.9218952821756728,2
3075,1972,PhD,0.427113106371135,0,0,2013-09-11,-0.07508767969569,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,-0.3105671603508638,-1.2751986462038936,-0.3642047974906302,3
4992,1975,Master,-1.6686800559087531,1,0,2013-09-19,-1.284894263164768,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,3,False,False,False,False,False,True,False,False,-0.3501524878868896,0.0577176190643912,-0.8884003581705652,1
5252,1969,Graduation,-1.3506680671552234,1,0,2012-10-26,1.0655870990037262,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,1.272845941090169,0.0577176190643912,-0.8917498505710759,3
7444,1969,Master,-0.4505625172171212,1,1,2013-10-19,-1.0083670440861214,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,-0.4985974661469864,1.390633884332676,-0.9537154599805252,2
6919,1978,2n Cycle,-1.2365958702902928,1,0,2013-06-04,-0.3516148987743364,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,0.1793012679074556,0.0577176190643912,-0.8984488353720975,0
3537,1981,Graduation,-0.9967681962419404,1,0,2012-08-17,0.2705713441526179,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,1.6192175570303946,0.0577176190643912,-0.8716528961680113,2
10277,1961,Graduation,-1.046459110001599,0,1,2013-02-21,-0.766405727392306,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.688962359933788,0.0577176190643912,-0.9336185055774604,0
2453,1960,Graduation,0.5668195047787467,0,1,2012-08-31,1.1692848061582186,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,1.549943233842349,0.0577176190643912,0.3676592920209722,2
7972,1955,Graduation,1.0646652766624694,0,0,2013-09-17,1.0310211966188954,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-0.3402561560028831,-1.2751986462038936,0.9236750305057596,3
895,1948,PhD,0.5007621392649148,0,2,2012-12-09,0.6853621727705874,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,1.055126639642027,1.390633884332676,-0.0091586030364889,2
1177,1966,Master,-0.0833525801182153,1,1,2013-01-26,0.9618893918492338,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,0.8176146744258719,1.390633884332676,-0.7879155861552423,4
7141,1986,Master,-1.4503456739231102,1,0,2012-12-29,-1.1811965560102755,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,3,False,False,False,False,True,False,False,False,0.9561633208019622,0.0577176190643912,-0.64723690533379,2
7232,1973,Graduation,-0.4377454164457807,0,1,2014-02-11,1.7223392443155112,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,-1.0676365494773574,0.0577176190643912,-0.8917498505710759,0
8477,1956,Graduation,-1.240243814355982,2,1,2013-03-11,0.408834953691941,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,0.5998953729777299,2.7235501496009613,-0.957064952381036,0
2457,1975,Basic,-1.0109656001732714,0,1,2012-10-26,-0.9046693369316292,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,1.272845941090169,0.0577176190643912,-0.9285942669766944,4
988,1965,Graduation,1.4719533019425286,0,0,2014-05-07,1.2038507085430494,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,2,False,False,False,True,False,False,False,False,-1.4882306545476318,-1.2751986462038936,0.9940143709164856,3
7930,1969,Master,-1.2044052287376568,0,0,2013-08-19,0.8581916846947414,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,3,False,False,False,False,True,False,False,False,-0.1967593436847896,-1.2751986462038936,-0.555125864319744,0
4587,1944,Master,-0.3107082291852249,0,0,2013-07-18,1.411246122852034,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,3,False,False,False,False,False,False,True,False,-0.0384180335406863,-1.2751986462038936,-0.5584753567202547,4
6682,1973,Basic,-1.5937986094792675,1,0,2012-12-11,-0.2824830940046748,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,1.0452303077580205,0.0577176190643912,-0.9419922365787374,3
6222,1967,Graduation,-1.4165282465033424,2,1,2013-10-28,-0.7318398250074751,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.5431309596250155,2.7235501496009613,-0.9419922365787374,4
10299,1969,PhD,-0.1512832142063201,0,0,2012-11-09,0.8236257823099107,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,4,False,False,False,False,True,False,False,False,1.2035716179021236,-1.2751986462038936,0.4731683026370614,4
3083,1974,Graduation,-0.2697428032583635,1,1,2013-07-26,1.3421143180823725,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.0780033610767121,1.390633884332676,-0.3792775132929287,0
8953,1965,Master,-0.7649758584463899,2,1,2013-05-06,1.5495097323913574,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,3,False,False,False,False,True,False,False,False,0.3227980802255492,2.7235501496009613,-0.9453417289792484,0
8650,1978,Graduation,0.1406509041316743,1,1,2013-03-18,-0.6281421178529828,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,0.5652582113837074,1.390633884332676,-0.9336185055774604,4
10862,1960,Master,-1.0247193352317483,0,1,2012-08-17,-1.4922896774737526,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,1.6192175570303946,0.0577176190643912,-0.4579905847049317,4
2782,1961,PhD,0.1551440873115748,0,1,2013-07-11,-0.9046693369316292,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,-0.0037808719466637,0.0577176190643912,-0.3273603810850118,3
6941,1971,Graduation,-0.97000017424641,0,0,2013-07-14,1.4803779276216955,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-0.0186253697726734,-1.2751986462038936,-0.8448569569639253,3
10972,1949,Graduation,1.034692979474104,0,0,2014-03-10,0.0977418322284639,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,2,False,False,False,False,False,False,True,False,-1.2012370299114443,-1.2751986462038936,0.5686288360516183,4
10708,1978,2n Cycle,-0.7066087533953623,1,0,2013-12-28,0.0286100274588023,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,-0.8449690820872123,0.0577176190643912,-0.948691221379759,1
6583,1955,2n Cycle,1.0513059139354184,0,0,2013-06-03,0.1668736369981255,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,1,False,False,False,True,False,False,False,False,0.1842494338494588,-1.2751986462038936,0.6389681764623444,0
3641,1976,Graduation,-1.8577322922860255,1,0,2013-01-20,1.5149438300065263,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.8473036700778912,0.0577176190643912,-0.9436669827789927,4
10156,1975,Graduation,1.6212232293872175,0,1,2013-06-03,0.2360054417677871,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.1842494338494588,0.0577176190643912,1.0677032037277223,2
4299,1960,Graduation,0.969276468998839,0,1,2012-09-21,-0.7318398250074751,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,2,False,False,False,False,False,True,False,False,1.4460317490602816,0.0577176190643912,2.052453969477888,3
3469,1977,PhD,-0.8292585484688054,1,1,2012-09-06,1.5495097323913574,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,4,False,False,True,False,False,False,False,False,1.52025423819033,1.390633884332676,-0.8314589873618822,1
5063,1977,Graduation,-1.1111361723554405,1,0,2012-12-18,0.927323489464403,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,1.0105931461639976,0.0577176190643912,-0.6840813217394085,3
10727,1970,PhD,0.8762538953237639,1,0,2013-11-19,-0.2133512892350132,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,-0.6519906103490865,0.0577176190643912,1.6521896276168513,4
9624,1958,PhD,0.6989835323478387,0,0,2014-06-13,-0.1096535820805208,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,4,False,False,False,False,False,True,False,False,-1.6713127944017512,-1.2751986462038936,0.6088227448577475,3
5156,1970,2n Cycle,0.5500093841517193,0,1,2014-01-15,-1.2503283607799371,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,-0.9340360690432704,0.0577176190643912,0.484891526038849,3
4376,1960,2n Cycle,-0.9411124009694656,0,0,2014-02-15,-0.766405727392306,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,1,False,False,False,False,True,False,False,False,-1.0874292132453705,-1.2751986462038936,-0.848206449364436,3
8923,1973,Graduation,1.6074694943287404,0,0,2013-04-18,-1.284894263164768,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,2,False,False,False,False,True,False,False,False,0.4118650671816072,-1.2751986462038936,1.6538643738171066,3
8461,1962,Graduation,-0.2566792197798818,2,1,2014-03-10,-1.595987384628245,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,-1.2012370299114443,2.7235501496009613,-0.9771619067841004,3
6945,1952,Graduation,1.6398573220470891,0,0,2013-06-04,0.7890598799250799,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.1793012679074556,-1.2751986462038936,1.2988181793629654,2
944,1962,Graduation,0.2401806212752763,0,1,2013-01-08,-1.4922896774737526,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.90668166138193,0.0577176190643912,-0.345782589287821,3
1907,1950,Master,0.5822493222457835,0,1,2012-09-28,0.1323077346132947,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,3,False,False,True,False,False,False,False,False,1.411394587466259,0.0577176190643912,1.4696422917890144,4
701,1971,Graduation,1.103363061683632,0,1,2013-11-06,0.3051372465374487,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.5876644531030445,0.0577176190643912,0.9705679241129104,4
3856,1960,Graduation,0.5951157195585522,0,1,2012-10-05,0.9964552942340646,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,1.3767574258722364,0.0577176190643912,0.6791620852684735,4
4149,1948,PhD,1.2240902916413745,0,0,2014-05-13,0.2705713441526179,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,4,False,False,False,False,False,True,False,False,-1.517919650199651,-1.2751986462038936,1.25360003195607,2
2131,1959,PhD,0.5693829249330148,0,1,2012-12-30,-0.420746703543998,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,4,False,False,True,False,False,False,False,False,0.951215154859959,0.0577176190643912,1.1849354377455992,1
